,Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_pu,Profit_pu
3969,Standard Class,Corporate,San Antonio,Texas,78207,Central,Office Supplies,Paper,42.24,10,0.2,13.2,4.224,1.3199999999999998
3970,Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,53.82,9,0.0,24.219,5.98,2.6910000000000003
3971,Second Class,Home Office,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,79.36,4,0.0,20.6336,19.84,5.1584
3972,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Paper,13.48,2,0.0,6.74,6.74,3.37
3973,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Binders,29.8,5,0.2,9.3125,5.96,1.8625
3974,Standard Class,Consumer,New York City,New York,10009,East,Furniture,Furnishings,414.0,8,0.0,124.2,51.75,15.525
3975,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Binders,41.328,7,0.2,14.9814,5.904000000000001,2.1402
3976,First Class,Consumer,Richmond,Virginia,23223,South,Furniture,Furnishings,39.92,4,0.0,11.1776,9.98,2.7944
3977,Standard Class,Home Office,Seattle,Washington,98105,West,Office Supplies,Fasteners,8.94,3,0.0,4.1124,2.98,1.3708
3978,Standard Class,Home Office,Seattle,Washington,98105,West,Technology,Phones,84.78399999999999,2,0.2,-20.1362,42.391999999999996,-10.0681
3979,Standard Class,Corporate,New York City,New York,10024,East,Furniture,Tables,53.316,2,0.4,-19.5492,26.658,-9.7746
3980,Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Appliances,56.52,3,0.0,15.8256,18.84,5.2752
3981,Standard Class,Home Office,Seattle,Washington,98115,West,Furniture,Furnishings,22.77,3,0.0,9.7911,7.59,3.2637
3982,Second Class,Consumer,Los Angeles,California,90045,West,Furniture,Chairs,287.968,4,0.2,-3.5996,71.992,-0.8999
3984,Second Class,Consumer,Los Angeles,California,90045,West,Office Supplies,Paper,48.94,1,0.0,24.47,48.94,24.47
3985,Standard Class,Consumer,Lakewood,California,90712,West,Furniture,Bookcases,257.499,3,0.15,24.2352,85.83300000000001,8.0784
3987,Standard Class,Home Office,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,41.95,5,0.0,10.4875,8.39,2.0975
3988,Standard Class,Corporate,Columbia,Tennessee,38401,South,Furniture,Furnishings,79.12,5,0.2,13.845999999999998,15.824000000000002,2.7691999999999997
3989,Second Class,Consumer,Woonsocket,Rhode Island,2895,East,Furniture,Furnishings,52.96,2,0.0,20.1248,26.48,10.0624
3990,Standard Class,Consumer,Lancaster,Pennsylvania,17602,East,Office Supplies,Supplies,286.344,3,0.2,-64.4274,95.448,-21.475800000000003
3991,Standard Class,Corporate,Tampa,Florida,33614,South,Furniture,Furnishings,63.552,3,0.2,14.2992,21.184,4.7664
3992,Standard Class,Corporate,Tampa,Florida,33614,South,Office Supplies,Supplies,41.376000000000005,3,0.2,4.6548,13.792000000000002,1.5515999999999999
3993,Standard Class,Corporate,Tampa,Florida,33614,South,Office Supplies,Art,172.704,6,0.2,10.794,28.784000000000002,1.7990000000000002
3994,Standard Class,Consumer,Kenosha,Wisconsin,53142,Central,Furniture,Bookcases,512.94,3,0.0,97.4586,170.98000000000002,32.486200000000004
3995,Standard Class,Consumer,Kenosha,Wisconsin,53142,Central,Furniture,Chairs,860.93,7,0.0,189.4046,122.99,27.057799999999997
3996,Standard Class,Consumer,Kenosha,Wisconsin,53142,Central,Technology,Phones,769.95,5,0.0,223.2855,153.99,44.6571
3997,Standard Class,Consumer,Kenosha,Wisconsin,53142,Central,Office Supplies,Art,14.98,1,0.0,4.494,14.98,4.494
3998,Standard Class,Consumer,Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,373.08,6,0.0,82.0776,62.18,13.6796
3999,Second Class,Corporate,Port Saint Lucie,Florida,34952,South,Furniture,Bookcases,231.92,5,0.2,5.797999999999999,46.384,1.1595999999999997
4000,Standard Class,Home Office,Seattle,Washington,98115,West,Furniture,Furnishings,63.47,11,0.0,19.041,5.77,1.731
4001,Standard Class,Home Office,Seattle,Washington,98115,West,Technology,Accessories,345.0,5,0.0,58.65,69.0,11.73
4002,Standard Class,Consumer,San Antonio,Texas,78207,Central,Furniture,Tables,637.896,3,0.3,-127.5792,212.63199999999998,-42.5264
4003,Standard Class,Consumer,San Antonio,Texas,78207,Central,Technology,Machines,287.91,3,0.4,33.5895,95.97000000000001,11.1965
4004,Standard Class,Consumer,San Antonio,Texas,78207,Central,Office Supplies,Envelopes,36.6,3,0.2,11.895,12.200000000000001,3.965
4005,Standard Class,Consumer,Roswell,Georgia,30076,South,Office Supplies,Art,1.78,1,0.0,0.4984,1.78,0.4984
4006,Standard Class,Consumer,Roswell,Georgia,30076,South,Office Supplies,Paper,25.92,4,0.0,12.4416,6.48,3.1104
4007,Standard Class,Consumer,Roswell,Georgia,30076,South,Technology,Accessories,101.94,6,0.0,21.4074,16.99,3.5679
4008,Standard Class,Corporate,Louisville,Colorado,80027,West,Office Supplies,Art,6.848,2,0.2,0.5992,3.424,0.2996
4009,Standard Class,Consumer,Los Angeles,California,90036,West,Furniture,Furnishings,474.43,11,0.0,199.2606,43.13,18.1146
4010,First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,8.448,2,0.2,2.64,4.224,1.32
4011,First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,39.296,4,0.2,3.9296,9.824,0.9824
4012,Standard Class,Home Office,Superior,Wisconsin,54880,Central,Office Supplies,Art,17.12,4,0.0,4.9648,4.28,1.2412
4013,Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Appliances,542.94,3,0.0,152.0232,180.98000000000002,50.6744
4014,Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Labels,8.64,3,0.0,4.2336,2.8800000000000003,1.4112
4015,Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Paper,193.8,5,0.0,94.962,38.760000000000005,18.9924
4016,Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Paper,21.4,5,0.0,9.63,4.279999999999999,1.9260000000000002
4017,Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Paper,97.88,2,0.0,48.94,48.94,24.47
4018,Standard Class,Consumer,Atlanta,Georgia,30318,South,Technology,Accessories,251.91,9,0.0,47.8629,27.99,5.3181
4019,Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Appliances,25.86,3,0.0,6.7236,8.62,2.2412
4020,Standard Class,Consumer,Chester,Pennsylvania,19013,East,Furniture,Chairs,170.058,3,0.3,-4.8588,56.686,-1.6196
4021,Standard Class,Consumer,Chester,Pennsylvania,19013,East,Technology,Phones,82.78200000000001,3,0.4,-15.1767,27.594000000000005,-5.0589
4022,Standard Class,Consumer,Chester,Pennsylvania,19013,East,Furniture,Chairs,853.93,5,0.3,0.0,170.786,0.0
4023,First Class,Corporate,San Francisco,California,94110,West,Furniture,Bookcases,556.665,5,0.15,6.5489999999999995,111.333,1.3097999999999999
4024,First Class,Corporate,San Francisco,California,94110,West,Technology,Phones,95.84,4,0.2,34.742,23.96,8.6855
4025,First Class,Corporate,Bedford,Texas,76021,Central,Office Supplies,Paper,29.664,4,0.2,10.0116,7.416,2.5029
4026,First Class,Corporate,Bedford,Texas,76021,Central,Office Supplies,Art,9.184,7,0.2,2.87,1.3119999999999998,0.41000000000000003
4027,First Class,Corporate,Bedford,Texas,76021,Central,Technology,Phones,153.584,2,0.2,13.4386,76.792,6.7193
4028,First Class,Corporate,Bedford,Texas,76021,Central,Office Supplies,Binders,12.864,8,0.8,-22.511999999999997,1.608,-2.8139999999999996
4029,Standard Class,Consumer,Lafayette,Louisiana,70506,South,Technology,Machines,479.97,3,0.0,239.985,159.99,79.995
4030,Standard Class,Consumer,Lafayette,Louisiana,70506,South,Furniture,Chairs,232.88,4,0.0,60.5488,58.22,15.1372
4031,Standard Class,Home Office,Covington,Washington,98042,West,Office Supplies,Appliances,236.88,6,0.0,66.3264,39.48,11.054400000000001
4032,Standard Class,Home Office,Covington,Washington,98042,West,Office Supplies,Paper,29.9,5,0.0,14.651,5.9799999999999995,2.9302
4033,Standard Class,Home Office,Covington,Washington,98042,West,Technology,Accessories,100.0,4,0.0,21.0,25.0,5.25
4034,Same Day,Corporate,Lorain,Ohio,44052,East,Office Supplies,Binders,18.692999999999998,3,0.7,-14.3313,6.230999999999999,-4.7771
4035,Same Day,Corporate,Lorain,Ohio,44052,East,Technology,Accessories,383.952,6,0.2,76.7904,63.992,12.7984
4036,Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Storage,24.816,2,0.2,1.551,12.408,0.7755
4037,Standard Class,Corporate,San Francisco,California,94110,West,Furniture,Furnishings,24.9,5,0.0,8.217,4.9799999999999995,1.6434000000000002
4038,Standard Class,Corporate,San Francisco,California,94110,West,Office Supplies,Paper,21.12,4,0.0,9.504,5.28,2.376
4039,Standard Class,Corporate,San Francisco,California,94110,West,Technology,Machines,767.952,6,0.2,287.982,127.992,47.99700000000001
4040,Standard Class,Corporate,San Francisco,California,94110,West,Office Supplies,Binders,14.352,3,0.2,4.6644,4.784,1.5548
4041,Standard Class,Corporate,San Francisco,California,94110,West,Technology,Phones,191.976,3,0.2,19.1976,63.992,6.3992
4042,Standard Class,Corporate,San Francisco,California,94110,West,Office Supplies,Labels,274.77,9,0.0,126.3942,30.529999999999998,14.0438
4043,Standard Class,Corporate,San Francisco,California,94110,West,Furniture,Furnishings,70.56,6,0.0,23.9904,11.76,3.9984
4044,Standard Class,Consumer,San Francisco,California,94110,West,Furniture,Furnishings,204.85,5,0.0,57.358000000000004,40.97,11.4716
4045,Standard Class,Corporate,Houston,Texas,77070,Central,Office Supplies,Binders,9.156,3,0.8,-13.734000000000002,3.052,-4.578
4046,Standard Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Appliances,23.991999999999997,2,0.8,-62.3792,11.995999999999999,-31.1896
4047,First Class,Corporate,New York City,New York,10035,East,Office Supplies,Paper,80.88,3,0.0,39.6312,26.959999999999997,13.2104
4048,First Class,Corporate,New York City,New York,10035,East,Technology,Accessories,599.9,10,0.0,191.968,59.989999999999995,19.1968
4049,Second Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,276.69,3,0.0,49.8042,92.23,16.6014
4050,Second Class,Consumer,New York City,New York,10011,East,Furniture,Chairs,172.764,2,0.1,32.6332,86.382,16.3166
4051,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.224,3,0.2,1.4784,1.4080000000000001,0.49279999999999996
4052,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,409.272,2,0.4,-81.8544,204.636,-40.9272
4053,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,55.44,11,0.2,18.018,5.04,1.6380000000000001
4054,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,20.928,4,0.2,6.8016,5.232,1.7004
4055,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,1801.632,6,0.2,-337.806,300.272,-56.300999999999995
4056,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,67.176,1,0.4,-20.1528,67.176,-20.1528
4057,Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Storage,646.2,5,0.2,-8.0775,129.24,-1.6155000000000002
4058,Standard Class,Consumer,Oakland,California,94601,West,Technology,Phones,72.744,7,0.2,-15.4581,10.392,-2.2083
4059,Standard Class,Consumer,Oakland,California,94601,West,Furniture,Chairs,572.16,3,0.2,35.76,190.72,11.92
4060,Standard Class,Consumer,Chicago,Illinois,60610,Central,Technology,Accessories,68.112,3,0.2,17.8794,22.703999999999997,5.9598
4061,First Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Binders,25.031999999999996,3,0.2,7.8225,8.344,2.6075
4062,Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,39.992,1,0.2,7.4985,39.992,7.4985
4063,First Class,Consumer,Concord,North Carolina,28027,South,Office Supplies,Art,20.016,9,0.2,1.7514,2.2239999999999998,0.1946
4064,First Class,Consumer,Concord,North Carolina,28027,South,Office Supplies,Supplies,3.1039999999999996,1,0.2,0.3492,3.1039999999999996,0.3492
4065,Standard Class,Corporate,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,7.52,5,0.2,1.41,1.504,0.282
4066,Standard Class,Corporate,Charlotte,North Carolina,28205,South,Office Supplies,Art,10.272,3,0.2,0.8988,3.424,0.29960000000000003
4067,Standard Class,Corporate,Charlotte,North Carolina,28205,South,Office Supplies,Labels,47.808,12,0.2,15.5376,3.984,1.2948
4068,Standard Class,Corporate,Charlotte,North Carolina,28205,South,Technology,Phones,978.84,9,0.2,110.1195,108.76,12.2355
4069,First Class,Consumer,Dallas,Texas,75081,Central,Office Supplies,Binders,13.14,9,0.8,-21.680999999999997,1.46,-2.409
4070,First Class,Consumer,Dallas,Texas,75081,Central,Office Supplies,Binders,10.024,4,0.8,-16.5396,2.506,-4.1349
4071,First Class,Consumer,Dallas,Texas,75081,Central,Furniture,Bookcases,156.3728,2,0.32,-52.8908,78.1864,-26.4454
4072,Second Class,Home Office,Indianapolis,Indiana,46203,Central,Technology,Copiers,999.98,2,0.0,449.991,499.99,224.9955
4073,First Class,Home Office,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,821.94,6,0.0,213.7044,136.99,35.617399999999996
4074,Standard Class,Consumer,Miramar,Florida,33023,South,Furniture,Furnishings,220.06400000000002,4,0.2,55.016000000000005,55.016000000000005,13.754000000000001
4075,Standard Class,Consumer,Miramar,Florida,33023,South,Furniture,Furnishings,339.13599999999997,4,0.2,0.0,84.78399999999999,0.0
4076,Second Class,Corporate,Omaha,Nebraska,68104,Central,Office Supplies,Binders,7.04,2,0.0,3.3088,3.52,1.6544
4077,Second Class,Corporate,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,5.04,4,0.0,0.2016,1.26,0.0504
4078,Second Class,Corporate,Omaha,Nebraska,68104,Central,Office Supplies,Paper,116.28,3,0.0,56.9772,38.76,18.9924
4079,First Class,Consumer,Jacksonville,North Carolina,28540,South,Technology,Phones,47.976000000000006,3,0.2,4.7976,15.992000000000003,1.5992
4080,Standard Class,Corporate,Tigard,Oregon,97224,West,Office Supplies,Paper,60.048,9,0.2,22.518,6.672000000000001,2.5020000000000002
4081,Standard Class,Corporate,Tigard,Oregon,97224,West,Office Supplies,Binders,5.022,1,0.7,-3.5154,5.022,-3.5154
4082,Standard Class,Corporate,Decatur,Illinois,62521,Central,Office Supplies,Binders,182.99400000000003,3,0.8,-320.2395,60.99800000000001,-106.74650000000001
4083,Standard Class,Corporate,Decatur,Illinois,62521,Central,Office Supplies,Paper,10.272,3,0.2,3.21,3.424,1.07
4084,First Class,Home Office,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.857,3,0.7,-6.0237,2.619,-2.0079
4085,Second Class,Corporate,Sacramento,California,95823,West,Technology,Phones,302.384,2,0.2,30.2384,151.192,15.1192
4086,Second Class,Corporate,Sacramento,California,95823,West,Office Supplies,Binders,20.951999999999998,3,0.2,7.0713,6.983999999999999,2.3571
4087,Second Class,Corporate,Sacramento,California,95823,West,Office Supplies,Binders,11.784,3,0.2,3.9771,3.9280000000000004,1.3257
4088,Standard Class,Consumer,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,638.82,9,0.0,172.4814,70.98,19.1646
4089,Standard Class,Corporate,New York City,New York,10035,East,Office Supplies,Labels,20.7,2,0.0,9.936,10.35,4.968
4090,Standard Class,Corporate,New York City,New York,10035,East,Office Supplies,Supplies,10.95,3,0.0,3.285,3.65,1.095
4091,Standard Class,Corporate,New York City,New York,10035,East,Office Supplies,Binders,14.352,3,0.2,4.6644,4.784,1.5548
4092,First Class,Consumer,Akron,Ohio,44312,East,Office Supplies,Storage,221.024,2,0.2,-55.256,110.512,-27.628
4094,Standard Class,Consumer,Florence,Kentucky,41042,South,Technology,Accessories,79.96,4,0.0,18.3908,19.99,4.5977
4095,Standard Class,Consumer,Florence,Kentucky,41042,South,Technology,Phones,587.97,3,0.0,170.5113,195.99,56.8371
4096,Standard Class,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,32.4,5,0.0,15.552,6.4799999999999995,3.1104
4097,Standard Class,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,404.9,5,0.0,16.195999999999998,80.97999999999999,3.2391999999999994
4099,Standard Class,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,12.94,2,0.0,6.47,6.47,3.235
4100,Standard Class,Consumer,Houston,Texas,77095,Central,Office Supplies,Appliances,2.2640000000000002,1,0.8,-5.2072,2.2640000000000002,-5.2072
4101,Standard Class,Consumer,Houston,Texas,77095,Central,Office Supplies,Appliances,0.444,1,0.8,-1.11,0.444,-1.11
4102,Standard Class,Consumer,Houston,Texas,77095,Central,Office Supplies,Paper,146.17600000000002,8,0.2,47.5072,18.272000000000002,5.9384
4103,Same Day,Home Office,Fremont,Nebraska,68025,Central,Furniture,Furnishings,15.92,2,0.0,7.0048,7.96,3.5024
4104,Standard Class,Consumer,San Diego,California,92105,West,Technology,Phones,159.96,5,0.2,17.9955,31.992,3.5991
4105,Standard Class,Consumer,San Diego,California,92105,West,Office Supplies,Binders,13.76,2,0.2,4.644,6.88,2.322
4106,Standard Class,Consumer,Houston,Texas,77041,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992,2.156,-3.4496
4107,Same Day,Consumer,New York City,New York,10011,East,Office Supplies,Storage,13.96,2,0.0,0.2792,6.98,0.1396
4108,Same Day,Consumer,New York City,New York,10011,East,Furniture,Tables,27.414,3,0.4,-14.1639,9.138,-4.7213
4109,Standard Class,Corporate,Detroit,Michigan,48227,Central,Technology,Phones,73.98,2,0.0,19.9746,36.99,9.9873
4110,Standard Class,Corporate,Detroit,Michigan,48227,Central,Furniture,Bookcases,160.98,1,0.0,20.9274,160.98,20.9274
4111,Standard Class,Corporate,Detroit,Michigan,48227,Central,Office Supplies,Paper,17.34,3,0.0,8.4966,5.78,2.8322000000000003
4112,Standard Class,Corporate,Detroit,Michigan,48227,Central,Office Supplies,Art,3.28,1,0.0,0.9512,3.28,0.9512
4113,Standard Class,Corporate,Houston,Texas,77095,Central,Office Supplies,Labels,8.856,3,0.2,2.9889,2.952,0.9963000000000001
4114,Standard Class,Corporate,Houston,Texas,77095,Central,Technology,Phones,158.376,3,0.2,13.8579,52.792,4.6193
4115,First Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Binders,1219.96,5,0.2,381.2375,243.99200000000002,76.2475
4116,Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Binders,3.168,2,0.2,0.99,1.584,0.495
4118,Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Storage,454.86,7,0.0,54.5832,64.98,7.7976
4119,Standard Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Binders,91.39200000000001,8,0.2,29.7024,11.424000000000001,3.7128
4120,Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,19.04,4,0.2,-1.4280000000000002,4.76,-0.35700000000000004
4121,Same Day,Consumer,Seattle,Washington,98103,West,Office Supplies,Paper,37.44,6,0.0,16.848,6.239999999999999,2.808
4122,Same Day,Consumer,Seattle,Washington,98103,West,Office Supplies,Labels,37.59,3,0.0,17.6673,12.530000000000001,5.8891
4123,Same Day,Consumer,Seattle,Washington,98103,West,Office Supplies,Binders,26.031999999999996,2,0.2,9.4366,13.015999999999998,4.7183
4124,Standard Class,Corporate,Watertown,New York,13601,East,Office Supplies,Appliances,35.91,3,0.0,9.6957,11.969999999999999,3.2319
4125,Second Class,Consumer,Jacksonville,Florida,32216,South,Furniture,Furnishings,91.03200000000001,3,0.2,-2.2758,30.344000000000005,-0.7585999999999999
